epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,29.7945,1.20967,3.75329,1.54528,0.00215,0.77997,0.09083,0.04612,1.1316,3.35188,1.5709,0.00140667,0.000468891,0.00140667,0.000468891,0.00140667,0.000468891,0.00140667,0.000468891
2,49.749,1.03025,3.41801,1.42891,0.46869,0.16968,0.19653,0.11599,1.10275,3.0387,1.48571,0.00282164,0.000940545,0.00282164,0.000940545,0.00282164,0.000940545,0.00282164,0.000940545
3,68.2853,1.00971,2.94669,1.37804,0.25974,0.40046,0.31058,0.21351,1.08399,2.61685,1.42597,0.00422245,0.00140748,0.00422245,0.00140748,0.00422245,0.00140748,0.00422245,0.00140748
4,85.9375,0.94497,2.58168,1.30144,0.58268,0.51794,0.55677,0.40401,1.01813,2.23801,1.35048,0.00422334,0.00140778,0.00422334,0.00140778,0.00422334,0.00140778,0.00422334,0.00140778
5,103.734,0.96554,2.26449,1.2817,0.65634,0.55806,0.61878,0.41962,1.06582,2.26644,1.36511,0.00420212,0.00140071,0.00420212,0.00140071,0.00420212,0.00140071,0.00420212,0.00140071
6,121.653,0.91031,2.06842,1.25016,0.74726,0.61402,0.70972,0.51074,1.00492,1.86353,1.34444,0.0041809,0.00139363,0.0041809,0.00139363,0.0041809,0.00139363,0.0041809,0.00139363
7,139.381,0.8731,1.87339,1.22518,0.78824,0.67979,0.7459,0.52948,1.02591,1.70738,1.3396,0.00415968,0.00138656,0.00415968,0.00138656,0.00415968,0.00138656,0.00415968,0.00138656
8,158.305,0.86099,1.80787,1.21535,0.81147,0.68493,0.77364,0.55702,1.02558,1.59836,1.33443,0.00413846,0.00137949,0.00413846,0.00137949,0.00413846,0.00137949,0.00413846,0.00137949
9,176.289,0.82819,1.69211,1.20179,0.91924,0.65984,0.79338,0.55467,1.03212,1.58229,1.33637,0.00411723,0.00137241,0.00411723,0.00137241,0.00411723,0.00137241,0.00411723,0.00137241
10,202.922,0.8207,1.60269,1.19568,0.87088,0.66203,0.79067,0.5544,1.03779,1.57479,1.35073,0.00409601,0.00136534,0.00409601,0.00136534,0.00409601,0.00136534,0.00409601,0.00136534
