epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,42.5467,1.15561,3.71089,1.56896,0.13924,0.28232,0.13453,0.07636,1.08234,3.27728,1.58525,0.00141928,0.000473093,0.00141928,0.000473093,0.00141928,0.000473093,0.00141928,0.000473093
2,73.2302,1.02113,3.40441,1.42921,0.20807,0.3756,0.26401,0.17801,1.01318,2.91709,1.4543,0.00279188,0.000930628,0.00279188,0.000930628,0.00279188,0.000930628,0.00279188,0.000930628
3,101.665,1.01361,2.93772,1.38575,0.42289,0.52024,0.45828,0.31553,0.9872,2.48829,1.40416,0.0041079,0.0013693,0.0041079,0.0013693,0.0041079,0.0013693,0.0041079,0.0013693
4,129.834,0.96119,2.55764,1.32739,0.66581,0.62527,0.67604,0.48087,0.9043,2.07992,1.3228,0.00403235,0.00134412,0.00403235,0.00134412,0.00403235,0.00134412,0.00403235,0.00134412
5,157.37,0.96624,2.36403,1.32002,0.74606,0.68719,0.75599,0.5499,0.88298,1.98621,1.30341,0.00394747,0.00131582,0.00394747,0.00131582,0.00394747,0.00131582,0.00394747,0.00131582
6,185.9,0.90552,2.1433,1.25685,0.81745,0.74283,0.83041,0.60996,0.86238,1.68163,1.26223,0.00386259,0.00128753,0.00386259,0.00128753,0.00386259,0.00128753,0.00386259,0.00128753
7,213.225,0.91095,1.98489,1.26914,0.87701,0.77251,0.86195,0.65414,0.84012,1.5257,1.24575,0.0037777,0.00125923,0.0037777,0.00125923,0.0037777,0.00125923,0.0037777,0.00125923
8,241.367,0.84991,1.81274,1.23915,0.89887,0.7795,0.87881,0.66448,0.81874,1.43452,1.21362,0.00369282,0.00123094,0.00369282,0.00123094,0.00369282,0.00123094,0.00369282,0.00123094
9,269.32,0.85295,1.73487,1.21718,0.88242,0.81019,0.88597,0.68118,0.79314,1.38782,1.19458,0.00360794,0.00120265,0.00360794,0.00120265,0.00360794,0.00120265,0.00360794,0.00120265
10,296.913,0.84661,1.66563,1.22754,0.90395,0.8344,0.91222,0.70207,0.79885,1.25663,1.18576,0.00352306,0.00117435,0.00352306,0.00117435,0.00352306,0.00117435,0.00352306,0.00117435
11,324.451,0.83486,1.66015,1.21031,0.90362,0.85798,0.92658,0.7244,0.75071,1.19553,1.1585,0.00343817,0.00114606,0.00343817,0.00114606,0.00343817,0.00114606,0.00343817,0.00114606
12,355.098,0.80257,1.52351,1.18175,0.93394,0.85147,0.93245,0.73401,0.72973,1.15716,1.14582,0.00335329,0.00111776,0.00335329,0.00111776,0.00335329,0.00111776,0.00335329,0.00111776
13,383.327,0.8248,1.49555,1.19918,0.91768,0.88266,0.941,0.74456,0.73057,1.08855,1.14171,0.00326841,0.00108947,0.00326841,0.00108947,0.00326841,0.00108947,0.00326841,0.00108947
14,411.641,0.78519,1.42044,1.16548,0.93813,0.89144,0.95154,0.7586,0.71856,1.03323,1.14038,0.00318353,0.00106118,0.00318353,0.00106118,0.00318353,0.00106118,0.00318353,0.00106118
15,439.008,0.7755,1.42512,1.18243,0.94266,0.90066,0.94833,0.77179,0.68979,1.00936,1.10862,0.00309864,0.00103288,0.00309864,0.00103288,0.00309864,0.00103288,0.00309864,0.00103288
16,466.719,0.75263,1.32275,1.14977,0.94807,0.92055,0.95755,0.77732,0.68565,0.93849,1.09379,0.00301376,0.00100459,0.00301376,0.00100459,0.00301376,0.00100459,0.00301376,0.00100459
17,495.272,0.74823,1.31031,1.15097,0.95857,0.91234,0.95678,0.77213,0.67801,0.91419,1.0924,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293
18,522.864,0.73689,1.26916,1.16079,0.96283,0.9389,0.96826,0.79843,0.65174,0.82801,1.08167,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999
19,548.96,0.72926,1.20619,1.13518,0.96618,0.93959,0.96984,0.79862,0.63848,0.79096,1.06183,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704
20,575.551,0.73823,1.24238,1.15082,0.96592,0.93766,0.96847,0.79406,0.64101,0.79878,1.06776,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141
21,601.695,0.71301,1.14999,1.11898,0.96219,0.93646,0.9666,0.80435,0.63128,0.73491,1.05103,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116
22,629.316,0.71475,1.1381,1.12189,0.97992,0.93938,0.97329,0.81093,0.61886,0.71005,1.04847,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822
23,657.786,0.68397,1.10506,1.11209,0.97555,0.94106,0.97715,0.8193,0.5876,0.68592,1.02317,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528
24,685.67,0.70981,1.10203,1.12087,0.97404,0.94164,0.97528,0.81723,0.59423,0.67719,1.02682,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233
25,714.291,0.69732,1.08072,1.11188,0.98593,0.94653,0.978,0.82717,0.59685,0.64491,1.0263,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939
26,741.331,0.66782,1.03926,1.09962,0.97654,0.94577,0.97871,0.82849,0.57483,0.61803,1.01037,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645
27,767.496,0.64755,1.03716,1.09789,0.98797,0.94275,0.98037,0.83301,0.574,0.60323,1.01002,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351
28,795.081,0.65923,1.01037,1.09532,0.97977,0.95842,0.98185,0.83278,0.56567,0.58041,0.99934,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057
29,822.106,0.69837,1.04563,1.11168,0.979,0.95721,0.98207,0.83783,0.56264,0.57381,0.99665,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762
30,848.029,0.64438,0.95977,1.07837,0.98273,0.95967,0.98456,0.84395,0.55852,0.5638,0.9937,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468
31,873.051,0.65126,0.95698,1.07926,0.98034,0.95468,0.97985,0.84122,0.54908,0.54637,0.98631,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174
32,899.257,0.64037,0.93862,1.07625,0.9813,0.96811,0.98508,0.84671,0.53737,0.5252,0.97688,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188
33,925.41,0.65238,0.94938,1.08532,0.9872,0.96733,0.98709,0.85491,0.53269,0.51201,0.97322,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586
34,950.417,0.62358,0.91938,1.06604,0.98374,0.96293,0.98575,0.84898,0.52203,0.52458,0.96666,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291
35,976.021,0.64591,0.92913,1.08224,0.98843,0.95871,0.98459,0.85809,0.51447,0.50178,0.95961,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997
36,1000.88,0.63349,0.89639,1.08096,0.98816,0.96438,0.98637,0.86036,0.5141,0.48391,0.95764,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703
37,1025.41,0.60914,0.87604,1.06952,0.9901,0.97003,0.98787,0.85511,0.52162,0.48627,0.96682,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409
38,1050.89,0.62208,0.87103,1.06111,0.98678,0.96843,0.98984,0.8666,0.50122,0.46904,0.95402,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115
39,1076.77,0.59587,0.87013,1.04937,0.99458,0.9627,0.99111,0.87147,0.49371,0.46043,0.94574,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382
40,1103.1,0.59534,0.87703,1.05686,0.99144,0.96791,0.99103,0.87363,0.49122,0.45092,0.94462,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526
41,1131.92,0.61699,1.23566,1.09332,0.96846,0.9724,0.98915,0.85977,0.51419,0.53376,0.96012,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232
42,1157.94,0.56424,1.18173,1.06701,0.98832,0.97356,0.98932,0.86922,0.50368,0.51733,0.9531,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938
43,1183.9,0.52481,1.10587,1.02285,0.98759,0.97498,0.9895,0.86842,0.49669,0.51424,0.94484,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644
44,1209.89,0.52118,1.24152,1.02331,0.98641,0.96963,0.98894,0.87497,0.48302,0.49098,0.93289,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349
45,1235.99,0.51432,1.03762,1.01633,0.99334,0.9697,0.99025,0.87702,0.47346,0.47455,0.92647,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055
46,1262.13,0.50419,1.01668,1.01585,0.98557,0.97273,0.98948,0.86985,0.48112,0.4802,0.93367,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761
47,1288.9,0.50883,1.01583,1.01432,0.99437,0.97257,0.99152,0.87877,0.46747,0.46225,0.92115,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467
48,1314.91,0.50799,1.00545,1.00485,0.99245,0.97244,0.9914,0.88097,0.46498,0.46068,0.92055,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05
49,1340.8,0.49642,1.01966,1.01225,0.99148,0.97212,0.99145,0.88187,0.45984,0.45259,0.91719,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05
50,1365.95,0.50282,0.99223,0.99448,0.99096,0.97149,0.99138,0.88255,0.45678,0.45252,0.91393,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05
